 157 9021 833 1047 3790, 157 9021 833 1047 3790,1
 1468 6073 7 18818 17 15209 19 1504 219 219 219, 1468 6073 7 18818 17 15209 19 1504 219 219 219,1
 37 46 655 3105 2494, 37 46 655 3105 2494,0
 37 46 1844 412 24, 37 46 1844 412 24,0
 37 46 33 24 880 2494 2224, 37 46 33 24 880 2494 2224,1
 221 157 219 7 9024 470 87 1614 38 5 930 219, 221 157 219 7 9024 470 87 1614 38 5 930 219,1
 17531 1888 3029 3176 230 4332 20 269 2069, 17531 1888 3029 3176 230 4332 20 269 2069,1
 139 244 18090 20 16544 19 414 682 127, 139 244 18090 20 16544 19 414 682 127,1
 37 46 139 187 968, 37 46 139 187 968,0
 37 46 17 1844 2531 1938, 37 46 17 1844 2531 1938,0
 234 17 20189 354 4538 2465 87 2907, 234 17 20189 354 4538 2465 87 2907,1
 17007 17001 17002 17003 21686 19211 17000 10175, 17007 17001 17002 17003 21686 19211 17000 10175,1
 1715 5789 102 7 18 505 230 1421 219 25 519 413 234 1421 6576, 1715 5789 102 7 18 505 230 1421 219 25 519 413 234 1421 6576,1
 37 46 8188 24 2554 71 1667 344 24 344 24 2687, 37 46 8188 24 2554 71 1667 344 24 344 24 2687,0
 494 11708 46 11709 102 497 1645 5172 2 96 288 2770 4299 3029 2436 24 767, 494 11708 46 11709 102 497 1645 5172 2 96 288 2770 4299 3029 2436 24 767,0
 433 12894 230 85 10606 239, 433 12894 230 85 10606 239,1
 37 46 29 24 1689 56 60 24 24 24 1686 260 24, 37 46 29 24 1689 56 60 24 24 24 1686 260 24,0
 37 46 479 479 1411 11007 71 1686 20 11008 768 4903, 37 46 479 479 1411 11007 71 1686 20 11008 768 4903,0
 37 46 17 4446 1355 2266, 37 46 17 4446 1355 2266,0
 2131 404 2687 2 977 16519 313 4284 1615 24 24 24 24 24 24, 2131 404 2687 2 977 16519 313 4284 1615 24 24 24 24 24 24,1
 925 943 13738 19, 925 943 13738 19,1
 10507 378 4805 569 2282 19 3377, 10507 378 4805 569 2282 19 3377,0
 37 46 11935 11936 779 10749 24 24 24, 37 46 11935 11936 779 10749 24 24 24,0
 7 273 104 17 16490 3158 38 17693 17694 219 219, 7 273 104 17 16490 3158 38 17693 17694 219 219,1
,,1
 37 46 11415 24 11416 56 60 1343, 37 46 11415 24 11416 56 60 1343,0
 10507 3395 2436 24 349 184 24 491, 10507 3395 2436 24 349 184 24 491,0
 37 46 8706 1192 24 1666 1669 2352, 37 46 8706 1192 24 1666 1669 2352,0
 2801 288 648 2543 211 192 6806 3017 19 134 63, 2801 288 648 2543 211 192 6806 3017 19 134 63,0
 37 46 8115 19 3416 2425, 37 46 8115 19 3416 2425,0
 333 12 153 127, 333 12 153 127,1
 9389, 9389,1
 3367 7 221 20712 198 55 5464 21514, 3367 7 221 20712 198 55 5464 21514,1
 37 46 10983, 37 46 10983,0
 37 46 11415 24 11416 56 60 1343, 37 46 11415 24 11416 56 60 1343,0
 2813 11569 7 2999, 2813 11569 7 2999,0
,,1
 5600 17012 12058 17016 17017 17001 17018 17013 17019 21510 10176 9672 17004 17005 17020, 5600 17012 12058 17016 17017 17001 17018 17013 17019 21510 10176 9672 17004 17005 17020,1
 2030 3458 21687, 2030 3458 21687,1
 5165 187 2581 288 1262 2128 183, 5165 187 2581 288 1262 2128 183,0
 505 1175, 505 1175,1
 37 46 8706 1192 24 1666 1669 2352, 37 46 8706 1192 24 1666 1669 2352,0
 37 46 2600 24 197 2341 219, 37 46 2600 24 197 2341 219,0
 37 46 11284 56 2793 60 1318 1274 24 24 24, 37 46 11284 56 2793 60 1318 1274 24 24 24,0
 391 20 1303 345 7 767 1037 16619 38 16626 24 21796, 391 20 1303 345 7 767 1037 16619 38 16626 24 21796,1
 1920 370, 1920 370,1
 1468 2698 3650 219 1267 21050 3061 219, 1468 2698 3650 219 1267 21050 3061 219,1
 21594 3650 24 24 683 127 24 24 24, 21594 3650 24 24 683 127 24 24 24,1
 10507 3395 2436 24 349 184 24 892, 10507 3395 2436 24 349 184 24 892,0
 17040 19301 17016 17030 16998 10175 17007 17001, 17040 19301 17016 17030 16998 10175 17007 17001,1
 37 46 12 377 109 397 239, 37 46 12 377 109 397 239,0
 3367 221 3268 16604 219 219, 3367 221 3268 16604 219 219,1
 37 46 288 1446 768 273 273, 37 46 288 1446 768 273 273,0
 494 11708 46 11868 102 497 1645 5172 2 96 288 2770 4299 3029 2436 24 275, 494 11708 46 11868 102 497 1645 5172 2 96 288 2770 4299 3029 2436 24 275,0
 585 5121, 585 5121,1
 288 20 10718 334, 288 20 10718 334,0
 37 46 29 24 1689 56 60 24 24 24 1686 260 24, 37 46 29 24 1689 56 60 24 24 24 1686 260 24,0
 1468 16490, 1468 16490,1
 2801 288 2543 211 211 192 6806 3017 19 134 349, 2801 288 2543 211 211 192 6806 3017 19 134 349,0
 37 46 10983, 37 46 10983,0
 37 46 288 833 508 558, 37 46 288 833 508 558,0
 37 46 288 11456 1246 71 1563 11457 1194, 37 46 288 11456 1246 71 1563 11457 1194,0
 37 46 139 187 968, 37 46 139 187 968,0
 37 46 1844 412 24, 37 46 1844 412 24,0
 3742 1919 21820 46 193 129, 3742 1919 21820 46 193 129,1
 1230 5833 8381 10133, 1230 5833 8381 10133,1
 3061 405 40 4087 151 4074 4924 219 219, 3061 405 40 4087 151 4074 4924 219 219,1
 383 230 2516 56 2517 60 230 197 20 1187 2518 2519 24 24 24, 383 230 2516 56 2517 60 230 197 20 1187 2518 2519 24 24 24,0
 6513 2652 6776 219 219 219 219 219, 6513 2652 6776 219 219 219 219 219,1
 37 46 17 1844 2531 1938, 37 46 17 1844 2531 1938,0
 17021 17054 17045 17031 17034 16997 17045 19298 17016 17001 19211 9672 4311 17000 16996 17012 17016 17001 19211 9672 10484 13073 17047 19295 17013 17038 17016 19453 17005 17047 17012 17031 17013 17038 4311 17005 18977 239 239 19456 10484 19456 4311 4313 17016 17040 239 19456 17045 17001 17028 17018 17013 4311, 17021 17054 17045 17031 17034 16997 17045 19298 17016 17001 19211 9672 4311 17000 16996 17012 17016 17001 19211 9672 10484 13073 17047 19295 17013 17038 17016 19453 17005 17047 17012 17031 17013 17038 4311 17005 18977 239 239 19456 10484 19456 4311 4313 17016 17040 239 19456 17045 17001 17028 17018 17013 4311,1
 662, 662,1
 494 11708 46 12038 102 497 1645 5172 2 96 288 2770 4299 3029 2436 24 2072, 494 11708 46 12038 102 497 1645 5172 2 96 288 2770 4299 3029 2436 24 2072,0
 3338 19 500 2 96 593 24 24 24, 3338 19 500 2 96 593 24 24 24,1
 313 151 1950 219 344, 313 151 1950 219 344,1
 37 46 17 6 445 55 62 19 345 4495 3377 1430 46 2348 46 2395 7 2028 56 338 60, 37 46 17 6 445 55 62 19 345 4495 3377 1430 46 2348 46 2395 7 2028 56 338 60,0
 37 46 2715 46 414 21667 127 219 56 21668 60, 37 46 2715 46 414 21667 127 219 56 21668 60,1
 37 46 1844 2580 215 22 197, 37 46 1844 2580 215 22 197,0
,,1
 25 1311 21885, 25 1311 21885,1
 37 46 288 11456 1246 71 1563 11457 1194, 37 46 288 11456 1246 71 1563 11457 1194,0
 2813 11569 7 569, 2813 11569 7 569,0
 37 46 260 46 864 2548, 37 46 260 46 864 2548,0
 494 11708 46 12011 102 497 1645 5172 2 96 288 2770 4299 3029 2436 24 2286, 494 11708 46 12011 102 497 1645 5172 2 96 288 2770 4299 3029 2436 24 2286,0
 37 46 1686 7 24 1666 11029 71 11028 63 24 1430, 37 46 1686 7 24 1666 11029 71 11028 63 24 1430,0
 10507 378 4805 2436 24 349 184 24 334, 10507 378 4805 2436 24 349 184 24 334,0
 157 102 7 18, 157 102 7 18,0
 5359 19 303 536 40 234 18365 20 1920 63 19 2742 219, 5359 19 303 536 40 234 18365 20 1920 63 19 2742 219,1
 37 46 288 11456 1246 71 1563 11457 1194, 37 46 288 11456 1246 71 1563 11457 1194,0
 234 17 1685 9929 21539 323 219, 234 17 1685 9929 21539 323 219,1
 16544 17393 5219 21615, 16544 17393 5219 21615,1
 37 46 260 682 38 5 288 523 24 24, 37 46 260 682 38 5 288 523 24 24,0
 37 46 494 2715 46 181 18 46 2627 5896 56 370 1162 46 11341 24 11342, 37 46 494 2715 46 181 18 46 2627 5896 56 370 1162 46 11341 24 11342,0
 1920 6946 22 3175 230 3390 767 11095 7, 1920 6946 22 3175 230 3390 767 11095 7,1
 5 12 157 354 2425 24 334 3558 18136, 5 12 157 354 2425 24 334 3558 18136,1
 37 46 6047 1649 1885, 37 46 6047 1649 1885,1
 1455 40 11267, 1455 40 11267,0
 10507 378 4805 2436 24 349 184 24 491, 10507 378 4805 2436 24 349 184 24 491,0
 3416 1332 2185 8271 7708 219, 3416 1332 2185 8271 7708 219,1
 317 18960 1827 230 1291 1920 63 108 597 21757, 317 18960 1827 230 1291 1920 63 108 597 21757,1
 1468 3498 3407, 1468 3498 3407,1
 3769 2813 11569, 3769 2813 11569,0
 8404 14 15 21663 5242, 8404 14 15 21663 5242,1
 234 12941 14 91 21561, 234 12941 14 91 21561,1
 37 46 17 121 56 21626 60, 37 46 17 121 56 21626 60,1
 5739 17693 2488 40 17694 345 187 491 187 1430 334 46 332 46 1428 244, 5739 17693 2488 40 17694 345 187 491 187 1430 334 46 332 46 1428 244,1
 2542 379 2543 230 1187 833 327 24 24 24, 2542 379 2543 230 1187 833 327 24 24 24,0
,,0
 217 4082 55 3766 217 230 217 2030 1191 217 21554, 217 4082 55 3766 217 230 217 2030 1191 217 21554,1
 37 46 1686 7 24 1666 11029 71 11028 63 24 1430, 37 46 1686 7 24 1666 11029 71 11028 63 24 1430,0
 37 46 494 14548 497 14548 20 14593 7141, 37 46 494 14548 497 14548 20 14593 7141,0
 37 46 494 14548 497 217 1824 345 217 1295 13225, 37 46 494 14548 497 217 1824 345 217 1295 13225,0
 199 24 24 24, 199 24 24 24,1
 37 46 494 14548 497 14548 1462 344 24 0 2029, 37 46 494 14548 497 14548 1462 344 24 0 2029,0
 15 3660 2035 230 1500 4625, 15 3660 2035 230 1500 4625,1
 37 46 904 413 139 383 22 197 251 45 641 197, 37 46 904 413 139 383 22 197 251 45 641 197,0
 494 14548 497 1188 20 15037, 494 14548 497 1188 20 15037,0
 3693 55 5610 239 3301 578 2 96 9546 55 17 157 766 3876 102 102 11356 23528, 3693 55 5610 239 3301 578 2 96 9546 55 17 157 766 3876 102 102 11356 23528,1
 37 46 494 14548 497 15094, 37 46 494 14548 497 15094,0
 494 14548 497 14548 1462 344 24 0 2029, 494 14548 497 14548 1462 344 24 0 2029,0
 31 313 215 19122, 31 313 215 19122,1
 494 14548 497 37 1551, 494 14548 497 37 1551,0
 494 14548 497 1170 343 383, 494 14548 497 1170 343 383,0
 37 46 37 46 494 14548 497 13225 1964 1183, 37 46 37 46 494 14548 497 13225 1964 1183,0
 37 46 494 14548 497 13225 1964 1183, 37 46 494 14548 497 13225 1964 1183,0
 151 10222, 151 10222,1
 498 3650 45 85 219, 498 3650 45 85 219,1
 37 46 494 14548 497 2887 7 2360 203, 37 46 494 14548 497 2887 7 2360 203,0
 2030 943, 2030 943,1
 30 2443 56 23582 60, 30 2443 56 23582 60,1
 494 14548 497 1159 7 2977 24 1188 3080 1967 230 15064, 494 14548 497 1159 7 2977 24 1188 3080 1967 230 15064,0
 278 17447 1504 19 215 1277 219 23381, 278 17447 1504 19 215 1277 219 23381,1
 63 19 2742 2910 7 71 102 7 18 164 249 1920 16793 24 335, 63 19 2742 2910 7 71 102 7 18 164 249 1920 16793 24 335,1
 494 14548 497 15094, 494 14548 497 15094,0
 2672 7 23 16383 286 12938 219, 2672 7 23 16383 286 12938 219,1
 3005 17793 17862 1413, 3005 17793 17862 1413,1
 37 46 494 14548 497 217 1824 345 217 1295 13225, 37 46 494 14548 497 217 1824 345 217 1295 13225,0
 312 313 1829 15 1182 1310 239, 312 313 1829 15 1182 1310 239,1
 23522 20 7165 239, 23522 20 7165 239,1
,,1
 18988 12058 17027 23471 17045 10484 17040 16998 10175, 18988 12058 17027 23471 17045 10484 17040 16998 10175,1
 43 9730 16506, 43 9730 16506,1
 22 7 447 3416 1468 17832 475 17833 15 17834, 22 7 447 3416 1468 17832 475 17833 15 17834,1
 2949 1197 24 24 24, 2949 1197 24 24 24,0
 4574 46 902 12 500 313 478 23387, 4574 46 902 12 500 313 478 23387,1
 494 14548 497 8135 24 332 19 59 7 344 46 552 7 63 46 335 340 7 157 4389 5190 7 14608 7026 46 217 2687 14840 230 4626 2070 217, 494 14548 497 8135 24 332 19 59 7 344 46 552 7 63 46 335 340 7 157 4389 5190 7 14608 7026 46 217 2687 14840 230 4626 2070 217,0
 37 46 494 14548 497 217 1824 345 217 1295 13225, 37 46 494 14548 497 217 1824 345 217 1295 13225,0
 494 14548 497 14548 147 3201, 494 14548 497 14548 147 3201,0
 37 46 12 129 432 405 40 1905 1207 38 327, 37 46 12 129 432 405 40 1905 1207 38 327,0
 500 217 141 217 1 2 3 643 313 40 683 127 219 219, 500 217 141 217 1 2 3 643 313 40 683 127 219 219,1
 37 46 904 2 96 25 1488 239, 37 46 904 2 96 25 1488 239,1
 37 46 3269 4005 23997, 37 46 3269 4005 23997,1
 37 46 494 14548 497 15094, 37 46 494 14548 497 15094,0
 494 14548 497 4921 1336 19 14593 20 14968, 494 14548 497 4921 1336 19 14593 20 14968,0
 37 46 494 14548 497 1170 343 383, 37 46 494 14548 497 1170 343 383,0
 193 219, 193 219,1
 494 14548 497 217 1824 345 217 1295 13225, 494 14548 497 217 1824 345 217 1295 13225,0
 23128 6459 11218 24 24 24 24 24 24 24 24, 23128 6459 11218 24 24 24 24 24 24 24 24,1
 37 46 494 14548 497 1159 7 2977 24 1188 3080 1967 230 15064, 37 46 494 14548 497 1159 7 2977 24 1188 3080 1967 230 15064,0
 494 14548 497 14548 876, 494 14548 497 14548 876,0
 902 12 15 3660 4591 2035 23417, 902 12 15 3660 4591 2035 23417,1
 17920 3461 877 219 18678 12252 230 17 2030 219 219 219 7 23964, 17920 3461 877 219 18678 12252 230 17 2030 219 219 219 7 23964,1
 494 14548 497 14548 20 14593 7141, 494 14548 497 14548 20 14593 7141,0
 2362 928 71 15 23430, 2362 928 71 15 23430,1
 3683 3231 8977 6140, 3683 3231 8977 6140,1
,,1
 319 18090 219 219 219, 319 18090 219 219 219,1
 1276 187 2652 1272 230 1920 337 7 1920 658 187 9423, 1276 187 2652 1272 230 1920 337 7 1920 658 187 9423,1
 37 46 494 14548 497 4921 1336 19 14593 20 14968, 37 46 494 14548 497 4921 1336 19 14593 20 14968,0
 31 313 151 432 23458 7692 19 157 87 532 7 390 4545 87 11638, 31 313 151 432 23458 7692 19 157 87 532 7 390 4545 87 11638,1
 350 902 40 7704 17 3650 71 552 1702, 350 902 40 7704 17 3650 71 552 1702,1
 5667 13895 219, 5667 13895 219,1
 494 14548 497 102 7 18 187 3070 128 174 239, 494 14548 497 102 7 18 187 3070 128 174 239,0
 1468 943, 1468 943,1
 17000 16978 17016 17974 17032 17007 15602 239 17015 19211, 17000 16978 17016 17974 17032 17007 15602 239 17015 19211,1
 37 46 12 377 109 397 239, 37 46 12 377 109 397 239,0
 1276 479 479 16571 479 479 20 479 479 313 479 479 3876 892 17821, 1276 479 479 16571 479 479 20 479 479 313 479 479 3876 892 17821,1
 37 46 494 14548 497 14548 20 8667 7 491, 37 46 494 14548 497 14548 20 8667 7 491,0
 6227 7 1725 17 16490 3158 7 157 1451 7 23853, 6227 7 1725 17 16490 3158 7 157 1451 7 23853,1
 3010 7 2999 383, 3010 7 2999 383,0
 917 230 22 498 85 1387 2030 239, 917 230 22 498 85 1387 2030 239,1
 37 46 494 14548 497 4921 1336 19 14593 20 14968, 37 46 494 14548 497 4921 1336 19 14593 20 14968,0
 1468 11162 19 4888 2546 19 3029 19 20 30, 1468 11162 19 4888 2546 19 3029 19 20 30,1
 15 1276 16571 20 313 219, 15 1276 16571 20 313 219,1
 23493 23494 23495 24 950 24 2116 40 313 219, 23493 23494 23495 24 950 24 2116 40 313 219,1
 17 6852 1468 1587 16267 24, 17 6852 1468 1587 16267 24,1
 37 46 494 14548 497 4921 1336 19 14593 20 14968, 37 46 494 14548 497 4921 1336 19 14593 20 14968,0
 37 46 494 14548 497 217 1824 345 217 1295 13225, 37 46 494 14548 497 217 1824 345 217 1295 13225,0
 8404 14 157 13742, 8404 14 157 13742,1
 23534 3176 8674 1920 364 7 1920 63 676 55 20945 23535 56 23536 60 23537, 23534 3176 8674 1920 364 7 1920 63 676 55 20945 23535 56 23536 60 23537,1
 37 46 494 14548 497 14548 1462 344 24 0 2029, 37 46 494 14548 497 14548 1462 344 24 0 2029,0
 25 2 96 519 17 1933, 25 2 96 519 17 1933,1
 37 46 494 14548 497 15094, 37 46 494 14548 497 15094,0
 494 14548 497 3859, 494 14548 497 3859,0
 17000 10175 17039 19301 4311 19214 239 17006 13706 18979 4311 20339 17034 17030 10484 9672 17046 16986 12058 4311 17000 10484 10484 4310 15593 4311 9672 17006 4311 239 23851 16998 17020 17013 17032 19295, 17000 10175 17039 19301 4311 19214 239 17006 13706 18979 4311 20339 17034 17030 10484 9672 17046 16986 12058 4311 17000 10484 10484 4310 15593 4311 9672 17006 4311 239 23851 16998 17020 17013 17032 19295,1
